"","INDEX_CAL","SEXE","date1","Year","mois","saisonyear","Id","x","y","geometry"
"3000",0.980000019,"XX",2024-03-10,2024,3,2024,"S88-003",928499.99999879,6454499.99999984,c(928499.99999879, 6454499.99999984)
"3001",0.953125,"XY",2024-03-11,2024,3,2024,"S87-129",983499.999998707,6484499.99999983,c(983499.999998707, 6484499.99999983)
"3002",0.958333313,"XX",2024-03-11,2024,3,2024,"S87-130",984499.999998706,6480499.99999983,c(984499.999998706, 6480499.99999983)
"3004",0.78125,"XX",2024-03-11,2024,3,2024,"S80-090",893499.999998842,6334499.99999989,c(893499.999998842, 6334499.99999989)
"3005",0.994791687,"XY",2024-03-11,2024,3,2024,"S88-078",979499.999998713,6305499.9999999,c(979499.999998713, 6305499.9999999)
"3006",0.870000005,"XY",2024-03-12,2024,3,2024,"S69-42",949499.999998758,6245499.99999992,c(949499.999998758, 6245499.99999992)
"3007",0.723958313,"XX",2024-03-12,2024,3,2024,"S83-090",949499.999998758,6245499.99999992,c(949499.999998758, 6245499.99999992)
"3008",0.963541687,"XY",2024-03-12,2024,3,2024,"S78-046",964499.999998736,6285499.99999991,c(964499.999998736, 6285499.99999991)
"3009",0.682291687,"XX",2024-03-12,2024,3,2024,"S87-043",993499.999998693,6364499.99999988,c(993499.999998693, 6364499.99999988)
"3010",0.822916687,"XY",2024-03-12,2024,3,2024,"S82-032",908499.999998819,6379499.99999987,c(908499.999998819, 6379499.99999987)
"3011",1,"XY",2024-03-12,2024,3,2024,"S82-032",908499.999998819,6379499.99999987,c(908499.999998819, 6379499.99999987)
"3013",0.572916687,"XY",2024-03-12,2024,3,2024,"S79-006",989499.999998698,6365499.99999988,c(989499.999998698, 6365499.99999988)
"3014",0.980000019,"XY",2024-03-12,2024,3,2024,"S88-065",944499.999998766,6245499.99999992,c(944499.999998766, 6245499.99999992)
"3015",0.536458313,"XY",2024-03-12,2024,3,2024,"S79-006",993499.999998693,6364499.99999988,c(993499.999998693, 6364499.99999988)
"3016",0.979166687,"XX",2024-03-12,2024,3,2024,"S87-043",986499.999998703,6363499.99999988,c(986499.999998703, 6363499.99999988)
"3017",0.588541687,"XX",2024-03-12,2024,3,2024,"S81-035",979499.999998713,6370499.99999987,c(979499.999998713, 6370499.99999987)
"3018",0.979166687,"XX",2024-03-12,2024,3,2024,"S88-031",958499.999998745,6374499.99999987,c(958499.999998745, 6374499.99999987)
"3019",0.939999998,"XX",2024-03-12,2024,3,2024,"S88-008",949499.999998758,6245499.99999992,c(949499.999998758, 6245499.99999992)
"3020",0.895833313,"XY",2024-03-12,2024,3,2024,"S79-024",959499.999998743,6370499.99999987,c(959499.999998743, 6370499.99999987)
"3021",1,"XX",2024-03-12,2024,3,2024,"S79-044",974499.999998721,6385499.99999987,c(974499.999998721, 6385499.99999987)
"3022",0.973958313,"XY",2024-03-13,2024,3,2024,"S89-023",904499.999998825,6305499.9999999,c(904499.999998825, 6305499.9999999)
"3023",0.869791687,"XX",2024-03-13,2024,3,2024,"S75-048",928499.99999879,6414499.99999986,c(928499.99999879, 6414499.99999986)
"3024",0.947916687,"XY",2024-03-13,2024,3,2024,"S88-092",904499.999998825,6405499.99999986,c(904499.999998825, 6405499.99999986)
"3025",0.864583313,"XY",2024-03-13,2024,3,2024,"S86-025",903499.999998827,6409499.99999986,c(903499.999998827, 6409499.99999986)
"3027",0.625,"XY",2024-03-13,2024,3,2024,"S88-098",929499.999998788,6410499.99999986,c(929499.999998788, 6410499.99999986)
"3028",0.895833313,"XX",2024-03-13,2024,3,2024,"S70-004",955499.999998749,6399499.99999986,c(955499.999998749, 6399499.99999986)
"3029",0.540000021,"XX",2024-03-14,2024,3,2024,"S88-069",994499.999998691,6585499.9999998,c(994499.999998691, 6585499.9999998)
"3031",0.979166687,"XY",2024-03-14,2024,3,2024,"S88-009",979499.999998713,6535499.99999981,c(979499.999998713, 6535499.99999981)
"3032",0.619791687,"XY",2024-03-14,2024,3,2024,"S79-003",996499.999998688,6375499.99999987,c(996499.999998688, 6375499.99999987)
"3033",0.942708313,"XX",2024-03-14,2024,3,2024,"S71-031",998499.999998685,6379499.99999987,c(998499.999998685, 6379499.99999987)
"3034",0.989583313,"XY",2024-03-14,2024,3,2024,"S88-028",904499.999998825,6335499.99999989,c(904499.999998825, 6335499.99999989)
"3035",0.889999986,"XY",2024-03-15,2024,3,2024,"S88-044",909499.999998818,6445499.99999985,c(909499.999998818, 6445499.99999985)
"3037",0.649999976,"XX",2024-03-16,2024,3,2024,"S88-022",988499.9999987,6594499.99999979,c(988499.9999987, 6594499.99999979)
"3038",0.75999999,"XX",2024-03-16,2024,3,2024,"S86-002",990499.999998697,6494499.99999983,c(990499.999998697, 6494499.99999983)
"3039",0.916666687,"XY",2024-03-16,2024,3,2024,"S65-23",974499.999998721,6320499.99999989,c(974499.999998721, 6320499.99999989)
"3040",0.625,"XX",2024-03-16,2024,3,2024,"S84-024",866499.999998882,6398499.99999986,c(866499.999998882, 6398499.99999986)
"3041",1,"XY",2024-03-16,2024,3,2024,"S87-002",868499.999998879,6399499.99999986,c(868499.999998879, 6399499.99999986)
"3042",0.697916687,"NI",2024-03-17,2024,3,2024,"S88-076",959499.999998743,6345499.99999988,c(959499.999998743, 6345499.99999988)
"3043",0.579999983,"XX",2024-03-17,2024,3,2024,"S79-067",918499.999998804,6479499.99999983,c(918499.999998804, 6479499.99999983)
"3044",0.984375,"XX",2024-03-17,2024,3,2024,"S88-052",998499.999998685,6364499.99999988,c(998499.999998685, 6364499.99999988)
"3045",1,"XX",2024-03-17,2024,3,2024,"S79-067",916499.999998807,6478499.99999984,c(916499.999998807, 6478499.99999984)
"3046",0.760416687,"XY",2024-03-18,2024,3,2024,"S84-003",898499.999998834,6399499.99999986,c(898499.999998834, 6399499.99999986)
"3047",0.71875,"XY",2024-03-18,2024,3,2024,"S88-012",898499.999998834,6399499.99999986,c(898499.999998834, 6399499.99999986)
"3048",0.947916687,"XY",2024-03-18,2024,3,2024,"S88-058",994499.999998691,6395499.99999987,c(994499.999998691, 6395499.99999987)
"3049",0.828125,"XX",2024-03-18,2024,3,2024,"S78-005",979499.999998713,6240499.99999992,c(979499.999998713, 6240499.99999992)
"3050",0.989583313,"XX",2024-03-18,2024,3,2024,"S88-033",1004499.99999868,6390499.99999987,c(1004499.99999868, 6390499.99999987)
"3051",0.979166687,"XX",2024-03-18,2024,3,2024,"S88-087",899499.999998833,6390499.99999987,c(899499.999998833, 6390499.99999987)
"3052",0.96875,"XX",2024-03-18,2024,3,2024,"S88-007",984499.999998706,6415499.99999986,c(984499.999998706, 6415499.99999986)
"3053",0.989583313,"XY",2024-03-18,2024,3,2024,"S88-057",994499.999998691,6400499.99999986,c(994499.999998691, 6400499.99999986)
"3054",0.75,"XX",2024-03-18,2024,3,2024,"S69-53",993499.999998693,6399499.99999986,c(993499.999998693, 6399499.99999986)
"3056",1,"XX",2024-03-18,2024,3,2024,"S88-007",983499.999998707,6419499.99999986,c(983499.999998707, 6419499.99999986)
"3057",0.810000002,"XX",2024-03-19,2024,3,2024,"S88-025",876499.999998867,6298499.9999999,c(876499.999998867, 6298499.9999999)
"3058",1,"XY",2024-03-19,2024,3,2024,"S88-097",764499.999999034,6365499.99999988,c(764499.999999034, 6365499.99999988)
"3059",0.639999986,"XX",2024-03-19,2024,3,2024,"S75-077",879499.999998863,6295499.9999999,c(879499.999998863, 6295499.9999999)
"3061",0.979166687,"XX",2024-03-19,2024,3,2024,"S88-067",994499.999998691,6305499.9999999,c(994499.999998691, 6305499.9999999)
"3062",0.588541687,"XY",2024-03-19,2024,3,2024,"S84-003",911499.999998815,6403499.99999986,c(911499.999998815, 6403499.99999986)
"3063",0.96875,"XX",2024-03-19,2024,3,2024,"S86-087",941499.99999877,6353499.99999988,c(941499.99999877, 6353499.99999988)
"3064",0.989583313,"XX",2024-03-19,2024,3,2024,"S86-087",945499.999998764,6354499.99999988,c(945499.999998764, 6354499.99999988)
"3065",0.588541687,"XY",2024-03-19,2024,3,2024,"S88-104",1003499.99999868,6549499.99999981,c(1003499.99999868, 6549499.99999981)
"3066",0.895833313,"XY",2024-03-19,2024,3,2024,"S87-037",998499.999998685,6349499.99999988,c(998499.999998685, 6349499.99999988)
"3067",0.880208313,"XY",2024-03-19,2024,3,2024,"S61-25",994499.999998691,6305499.9999999,c(994499.999998691, 6305499.9999999)
"3068",0.979166687,"XX",2024-03-19,2024,3,2024,"S87-110",1008499.99999867,6349499.99999988,c(1008499.99999867, 6349499.99999988)
"3069",0.640625,"XX",2024-03-20,2024,3,2024,"S72-012",928499.99999879,6339499.99999989,c(928499.99999879, 6339499.99999989)
"3070",0.864583313,"XX",2024-03-20,2024,3,2024,"S83-044",910499.999998816,6379499.99999987,c(910499.999998816, 6379499.99999987)
"3071",0.609375,"XX",2024-03-20,2024,3,2024,"S54-49",883499.999998857,6394499.99999987,c(883499.999998857, 6394499.99999987)
"3072",0.869791687,"XY",2024-03-20,2024,3,2024,"S80-001",929499.999998788,6335499.99999989,c(929499.999998788, 6335499.99999989)
"3073",0.838541687,"XY",2024-03-20,2024,3,2024,"S78-030",966499.999998733,6398499.99999986,c(966499.999998733, 6398499.99999986)
"3074",0.645833313,"XX",2024-03-20,2024,3,2024,"S88-081",999499.999998684,6405499.99999986,c(999499.999998684, 6405499.99999986)
"3075",1,"XY",2024-03-20,2024,3,2024,"S61-25",978499.999998715,6314499.99999989,c(978499.999998715, 6314499.99999989)
"3076",1,"XY",2024-03-20,2024,3,2024,"S88-078",978499.999998715,6314499.99999989,c(978499.999998715, 6314499.99999989)
"3077",1,"XX",2024-03-20,2024,3,2024,"S85-099",1009499.99999867,6355499.99999988,c(1009499.99999867, 6355499.99999988)
"3078",0.671875,"XX",2024-03-20,2024,3,2024,"S77-027",911499.999998815,6368499.99999988,c(911499.999998815, 6368499.99999988)
"3079",1,"XY",2024-03-20,2024,3,2024,"S79-002",998499.999998685,6374499.99999987,c(998499.999998685, 6374499.99999987)
"3080",0.958333313,"XX",2024-03-20,2024,3,2024,"S88-004",968499.99999873,6399499.99999986,c(968499.99999873, 6399499.99999986)
"3081",0.730000019,"XX",2024-03-20,2024,3,2024,"S88-018",974499.999998721,6540499.99999981,c(974499.999998721, 6540499.99999981)
"3082",0.729166687,"XY",2024-03-20,2024,3,2024,"S88-077",974499.999998721,6340499.99999989,c(974499.999998721, 6340499.99999989)
"3083",0.932291687,"XY",2024-03-20,2024,3,2024,"S77-047",934499.99999878,6335499.99999989,c(934499.99999878, 6335499.99999989)
"3084",0.729166687,"XX",2024-03-20,2024,3,2024,"S83-100",974499.999998721,6340499.99999989,c(974499.999998721, 6340499.99999989)
"3085",0.744791687,"XX",2024-03-20,2024,3,2024,"S72-012",931499.999998785,6338499.99999989,c(931499.999998785, 6338499.99999989)
"3086",0.932291687,"XY",2024-03-20,2024,3,2024,"S88-103",974499.999998721,6540499.99999981,c(974499.999998721, 6540499.99999981)
"3087",0.854166687,"XY",2024-03-21,2024,3,2024,"S88-009",973499.999998722,6534499.99999981,c(973499.999998722, 6534499.99999981)
"3088",1,"XY",2024-03-21,2024,3,2024,"S88-009",966499.999998733,6533499.99999981,c(966499.999998733, 6533499.99999981)
"3089",0.510416687,"XY",2024-03-21,2024,3,2024,"S88-101",969499.999998728,6530499.99999982,c(969499.999998728, 6530499.99999982)
"3090",0.769999981,"XX",2024-03-21,2024,3,2024,"S88-018",973499.999998722,6554499.99999981,c(973499.999998722, 6554499.99999981)
"3093",0.927083313,"XY",2024-03-21,2024,3,2024,"S88-088",866499.999998882,6398499.99999986,c(866499.999998882, 6398499.99999986)
"3094",0.609375,"XY",2024-03-21,2024,3,2024,"S88-060",984499.999998706,6415499.99999986,c(984499.999998706, 6415499.99999986)
"3095",0.723958313,"XX",2024-03-21,2024,3,2024,"S80-063",844499.999998915,6375499.99999987,c(844499.999998915, 6375499.99999987)
"3096",0.916666687,"XX",2024-03-21,2024,3,2024,"S81-134",889499.999998848,6440499.99999985,c(889499.999998848, 6440499.99999985)
"3097",0.723958313,"XY",2024-03-21,2024,3,2024,"S89-003",929499.999998788,6390499.99999987,c(929499.999998788, 6390499.99999987)
"3098",1,"XY",2024-03-22,2024,3,2024,"S88-082",1014499.99999866,6415499.99999986,c(1014499.99999866, 6415499.99999986)
"3099",0.973958313,"XY",2024-03-22,2024,3,2024,"S88-030",933499.999998782,6244499.99999992,c(933499.999998782, 6244499.99999992)
"3100",0.666666687,"XY",2024-03-22,2024,3,2024,"S78-042",930499.999998786,6394499.99999987,c(930499.999998786, 6394499.99999987)
"3101",0.625,"XY",2024-03-22,2024,3,2024,"S78-034",959499.999998743,6635499.99999978,c(959499.999998743, 6635499.99999978)
"3102",0.708333313,"XX",2024-03-22,2024,3,2024,"S79-035",969499.999998728,6355499.99999988,c(969499.999998728, 6355499.99999988)
"3103",0.765625,"XX",2024-03-22,2024,3,2024,"S79-035",968499.99999873,6354499.99999988,c(968499.99999873, 6354499.99999988)
"3104",0.958333313,"XY",2024-03-22,2024,3,2024,"S88-103",973499.999998722,6554499.99999981,c(973499.999998722, 6554499.99999981)
"3105",0.989583313,"XX",2024-03-23,2024,3,2024,"S66-09",1068499.99999858,6349499.99999988,c(1068499.99999858, 6349499.99999988)
"3106",0.53125,"XY",2024-03-23,2024,3,2024,"S86-118",933499.999998782,6424499.99999985,c(933499.999998782, 6424499.99999985)
"3109",0.984375,"XY",2024-03-23,2024,3,2024,"S83-001",1009499.99999867,6375499.99999987,c(1009499.99999867, 6375499.99999987)
"3110",0.947916687,"XX",2024-03-24,2024,3,2024,"S78-082",1038499.99999863,6339499.99999989,c(1038499.99999863, 6339499.99999989)
"3111",0.885416687,"XX",2024-03-24,2024,3,2024,"S88-019",984499.999998706,6330499.99999989,c(984499.999998706, 6330499.99999989)
"3112",0.854166687,"XX",2024-03-24,2024,3,2024,"S75-048",926499.999998792,6413499.99999986,c(926499.999998792, 6413499.99999986)
"3113",0.734375,"XY",2024-03-25,2024,3,2024,"S86-018",989499.999998698,6555499.99999981,c(989499.999998698, 6555499.99999981)
"3114",0.96875,"XX",2024-03-25,2024,3,2024,"S57-44",1013499.99999866,6364499.99999988,c(1013499.99999866, 6364499.99999988)
"3115",0.979166687,"XX",2024-03-25,2024,3,2024,"S70-004",969499.999998728,6405499.99999986,c(969499.999998728, 6405499.99999986)
"3116",0.947916687,"XX",2024-03-25,2024,3,2024,"S57-44",1011499.99999867,6363499.99999988,c(1011499.99999867, 6363499.99999988)
"3117",0.619791687,"XX",2024-03-25,2024,3,2024,"S57-44",1005499.99999867,6364499.99999988,c(1005499.99999867, 6364499.99999988)
"3118",0.854166687,"XY",2024-03-25,2024,3,2024,"S88-061",949499.999998758,6405499.99999986,c(949499.999998758, 6405499.99999986)
"3119",0.994791687,"XY",2024-03-25,2024,3,2024,"S88-048",969499.999998728,6405499.99999986,c(969499.999998728, 6405499.99999986)
"3120",0.927083313,"XY",2024-03-25,2024,3,2024,"S86-024",940499.999998772,6334499.99999989,c(940499.999998772, 6334499.99999989)
"3121",0.875,"XY",2024-03-25,2024,3,2024,"S83-031",979499.999998713,6365499.99999988,c(979499.999998713, 6365499.99999988)
"3122",0.859375,"XX",2024-03-25,2024,3,2024,"S88-029",979499.999998713,6365499.99999988,c(979499.999998713, 6365499.99999988)
"3123",1,"XX",2024-03-25,2024,3,2024,"S79-067",920499.999998801,6484499.99999983,c(920499.999998801, 6484499.99999983)
"3124",0.994791687,"XY",2024-03-25,2024,3,2024,"S88-026",983499.999998707,6439499.99999985,c(983499.999998707, 6439499.99999985)
"3125",0.6875,"XY",2024-03-26,2024,3,2024,"S88-010",969499.999998728,6335499.99999989,c(969499.999998728, 6335499.99999989)
"3126",0.505208313,"XY",2024-03-26,2024,3,2024,"S88-010",968499.99999873,6339499.99999989,c(968499.99999873, 6339499.99999989)
"3127",0.639999986,"XY",2024-03-26,2024,3,2024,"S73-073",944499.999998766,6525499.99999982,c(944499.999998766, 6525499.99999982)
"3129",0.755208313,"XY",2024-03-26,2024,3,2024,"S87-129",976499.999998718,6488499.99999983,c(976499.999998718, 6488499.99999983)
"3130",0.963541687,"XX",2024-03-26,2024,3,2024,"S83-100",968499.99999873,6339499.99999989,c(968499.99999873, 6339499.99999989)
"3131",1,"XX",2024-03-26,2024,3,2024,"S83-100",968499.99999873,6339499.99999989,c(968499.99999873, 6339499.99999989)
"3132",0.973958313,"XY",2024-03-26,2024,3,2024,"S88-010",969499.999998728,6335499.99999989,c(969499.999998728, 6335499.99999989)
"3133",0.802083313,"XX",2024-03-26,2024,3,2024,"S87-090",903499.999998827,6279499.99999991,c(903499.999998827, 6279499.99999991)
"3135",1,"XX",2024-03-26,2024,3,2024,"S79-067",921499.9999988,6484499.99999983,c(921499.9999988, 6484499.99999983)
"3136",1,"XY",2024-03-26,2024,3,2024,"S88-089",884499.999998855,6410499.99999986,c(884499.999998855, 6410499.99999986)
"3137",0.567708313,"XY",2024-03-26,2024,3,2024,"S72-043",909499.999998818,6280499.99999991,c(909499.999998818, 6280499.99999991)
"3138",0.949999988,"XY",2024-03-27,2024,3,2024,"S88-043",879499.999998863,6375499.99999987,c(879499.999998863, 6375499.99999987)
"3139",0.994791687,"XX",2024-03-27,2024,3,2024,"S88-016",929499.999998788,6400499.99999986,c(929499.999998788, 6400499.99999986)
"3140",0.927083313,"XY",2024-03-28,2024,3,2024,"S87-078",928499.99999879,6414499.99999986,c(928499.99999879, 6414499.99999986)
"3141",1,"XY",2024-03-28,2024,3,2024,"S88-064",909499.999998818,6280499.99999991,c(909499.999998818, 6280499.99999991)
"3142",1,"XX",2024-03-28,2024,3,2024,"S88-017",878499.999998864,6379499.99999987,c(878499.999998864, 6379499.99999987)
"3143",0.604166687,"XY",2024-03-29,2024,3,2024,"S57-26",963499.999998737,6414499.99999986,c(963499.999998737, 6414499.99999986)
"3144",1,"XY",2024-03-29,2024,3,2024,"S75-065",979499.999998713,6435499.99999985,c(979499.999998713, 6435499.99999985)
"3145",0.8125,"XX",2024-03-30,2024,3,2024,"S82-023",979499.999998713,6335499.99999989,c(979499.999998713, 6335499.99999989)
"3146",0.822916687,"XY",2024-03-30,2024,3,2024,"S79-103",874499.99999887,6455499.99999984,c(874499.99999887, 6455499.99999984)
"3147",1,"XY",2024-03-30,2024,3,2024,"S86-132",996499.999998688,6503499.99999983,c(996499.999998688, 6503499.99999983)
"3148",0.989583313,"XX",2024-03-30,2024,3,2024,"S88-019",988499.9999987,6329499.99999989,c(988499.9999987, 6329499.99999989)
"3149",0.916666687,"XX",2024-03-30,2024,3,2024,"S78-031",981499.99999871,6418499.99999986,c(981499.99999871, 6418499.99999986)
"3150",0.59375,"XY",2024-03-31,2024,3,2024,"S87-029",950499.999998757,6494499.99999983,c(950499.999998757, 6494499.99999983)
"3151",1,"XY",2024-03-31,2024,3,2024,"S88-084",889499.999998848,6290499.9999999,c(889499.999998848, 6290499.9999999)
"3152",0.958333313,"XY",2024-03-31,2024,3,2024,"S88-091",904499.999998825,6395499.99999987,c(904499.999998825, 6395499.99999987)
"3153",1,"XX",2024-03-31,2024,3,2024,"S75-059",888499.999998849,6399499.99999986,c(888499.999998849, 6399499.99999986)
