"","date","Type","N°Ref","G+","G_session","G_sp","MODIF","GENOTYPE_TRANS","INDEX_CAL","SEQULG_ANTAGENE_DEF_SEXE","µsat_HMbrut_SEXE","Cause_mort","Age","date1","Year","mois","saisonyear","Id","SEXE","geometry","x","y"
"110",2024-11-30,"F","F0624204",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-016",0.958333313465118,"F","XX",NA,NA,2024-11-30,2025,11,2025,"S93-016","F",c(1004352.49984841, 6308001.64307065),1004352.49984841,6308001.64307065
"111",2024-12-02,"F","F0624210",TRUE,2025-04-07,"Canis lupus",FALSE,"S83-009",0.958333313465118,"F","XX",NA,NA,2024-12-02,2025,12,2025,"S83-009","F",c(1005102.49984841, 6330001.64307065),1005102.49984841,6330001.64307065
"112",2024-12-02,"F","F0524218",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-107",0.515625,"M","XY",NA,NA,2024-12-02,2025,12,2025,"S92-107","M",c(934352.499848407, 6398001.64307065),934352.499848407,6398001.64307065
"113",2024-12-02,"F","F0524219",TRUE,2025-02-10,"Canis lupus",FALSE,"S78-042",0.833333313465118,"M","XY",NA,NA,2024-12-02,2025,12,2025,"S78-042","M",c(934352.499848407, 6398001.64307065),934352.499848407,6398001.64307065
"114",2024-12-02,"F","F0524224",TRUE,2025-04-07,"Canis lupus",FALSE,"S86-106",0.885416686534882,"F","XX",NA,NA,2024-12-02,2025,12,2025,"S86-106","F",c(954352.499848407, 6418001.64307065),954352.499848407,6418001.64307065
"115",2024-12-02,"F","F0424368",TRUE,2025-05-26,"Canis lupus",FALSE,"S78-008",0.927083313465118,"F","XX",NA,NA,2024-12-02,2025,12,2025,"S78-008","F",c(984352.499848407, 6348001.64307065),984352.499848407,6348001.64307065
"116",2024-12-03,"F","F8424143",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-036",0.994791686534882,"M","XY",NA,NA,2024-12-03,2025,12,2025,"S92-036","M",c(874352.499848407, 6303001.64307065),874352.499848407,6303001.64307065
"117",2024-12-03,"F","F0624209",TRUE,2025-04-07,"Canis lupus",FALSE,"S60-32",0.692708313465118,"M","XY",NA,NA,2024-12-03,2025,12,2025,"S60-32","M",c(1064352.49984841, 6328001.64307065),1064352.49984841,6328001.64307065
"118",2024-12-03,"F","F2624228",TRUE,2025-04-07,"Canis lupus",FALSE,"S92-062",0.947916686534882,"F","XX",NA,NA,2024-12-03,2025,12,2025,"S92-062","F",c(849352.499848407, 6373001.64307065),849352.499848407,6373001.64307065
"119",2024-12-03,"F","F8324235",TRUE,2025-07-07,"Canis lupus",FALSE,"S95-018",0.880208313465118,"M","XY",NA,NA,2024-12-03,2025,12,2025,"S95-018","M",c(934352.499848407, 6243001.64307065),934352.499848407,6243001.64307065
"120",2024-12-04,"F","F0524233",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-059",0.989583313465118,"M","XY",NA,NA,2024-12-04,2025,12,2025,"S93-059","M",c(969352.499848407, 6443001.64307065),969352.499848407,6443001.64307065
"121",2024-12-04,"F","F0524232",TRUE,2025-05-26,"Canis lupus",FALSE,"S94-044",1,"F","XX",NA,NA,2024-12-04,2025,12,2025,"S94-044","F",c(969352.499848407, 6443001.64307065),969352.499848407,6443001.64307065
"122",2024-12-05,"F","F4824121",TRUE,2025-02-10,"Canis lupus",FALSE,"S80-015",0.932291686534882,"M","XY",NA,NA,2024-12-05,2025,12,2025,"S80-015","M",c(744352.499848407, 6398001.64307065),744352.499848407,6398001.64307065
"123",2024-12-05,"F","F0124043",TRUE,2025-07-07,"Canis lupus",FALSE,"S92-160",1,"F","XX",NA,NA,2024-12-05,2025,12,2025,"S92-160","F",c(934352.499848407, 6593001.64307065),934352.499848407,6593001.64307065
"124",2024-12-06,"F","F0524225",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-024",1,"M","XY",NA,NA,2024-12-06,2025,12,2025,"S92-024","M",c(989352.499848407, 6408001.64307065),989352.499848407,6408001.64307065
"125",2024-12-06,"F","F0624218",TRUE,2025-02-10,"Canis lupus",FALSE,"S82-124",1,"F","XX",NA,NA,2024-12-06,2025,12,2025,"S82-124","F",c(1045102.49984841, 6315001.64307065),1045102.49984841,6315001.64307065
"126",2024-12-06,"F","F0424370",TRUE,2025-02-10,"Canis lupus",FALSE,"S73-064",0.869791686534882,"F","XX",NA,NA,2024-12-06,2025,12,2025,"S73-064","F",c(959352.499848407, 6318001.64307065),959352.499848407,6318001.64307065
"127",2024-12-07,"F","F0524226",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-016",0.71875,"F","XX",NA,NA,2024-12-07,2025,12,2025,"S92-016","F",c(914352.499848407, 6353001.64307065),914352.499848407,6353001.64307065
"128",2024-12-07,"F","F0524228",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-016",0.708333313465118,"F","XX",NA,NA,2024-12-07,2025,12,2025,"S92-016","F",c(915102.499848407, 6355001.64307065),915102.499848407,6355001.64307065
"129",2024-12-07,"F","F2624250",TRUE,2025-05-26,"Canis lupus",FALSE,"S94-073",0.802083313465118,"F","XX",NA,NA,2024-12-07,2025,12,2025,"S94-073","F",c(854352.499848407, 6383001.64307065),854352.499848407,6383001.64307065
"130",2024-12-07,"F","F0624215",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-046",0.75,"M","XY",NA,NA,2024-12-07,2025,12,2025,"S92-046","M",c(1024352.49984841, 6333001.64307065),1024352.49984841,6333001.64307065
"131",2024-12-09,"U","U0424023",TRUE,2025-05-26,"Canis lupus",FALSE,"S87-044",0.979166686534882,"M","XY",NA,NA,2024-12-09,2025,12,2025,"S87-044","M",c(989352.499848407, 6368001.64307065),989352.499848407,6368001.64307065
"132",2024-12-09,"U","U0424022",TRUE,2025-05-26,"Canis lupus",FALSE,"S87-044",0.8125,"M","XY",NA,NA,2024-12-09,2025,12,2025,"S87-044","M",c(990102.499848407, 6370001.64307065),990102.499848407,6370001.64307065
"133",2024-12-09,"U","U0424019",TRUE,2025-05-26,"Canis lupus",FALSE,"S87-044",0.875,"M","XY",NA,NA,2024-12-09,2025,12,2025,"S87-044","M",c(990602.499848407, 6365501.64307065),990602.499848407,6365501.64307065
"134",2024-12-09,"F","F0424376",TRUE,2025-07-07,"Canis lupus",FALSE,"S87-044",1,"M","XY",NA,NA,2024-12-09,2025,12,2025,"S87-044","M",c(993102.499848407, 6368501.64307065),993102.499848407,6368501.64307065
"135",2024-12-09,"F","F2624229",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-098",0.776041686534882,"M","XY",NA,NA,2024-12-09,2025,12,2025,"S92-098","M",c(874352.499848407, 6408001.64307065),874352.499848407,6408001.64307065
"136",2024-12-09,"F","F0424374",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-017",1,"M","XY",NA,NA,2024-12-09,2025,12,2025,"S92-017","M",c(994352.499848407, 6333001.64307065),994352.499848407,6333001.64307065
"137",2024-12-09,"F","F0624280",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-064",0.630208313465118,"F","XX",NA,NA,2024-12-09,2025,12,2025,"S92-064","F",c(1034352.49984841, 6303001.64307065),1034352.49984841,6303001.64307065
"138",2024-12-09,"F","F0424373",TRUE,2025-05-26,"Canis lupus",FALSE,"S92-017",1,"M","XY",NA,NA,2024-12-09,2025,12,2025,"S92-017","M",c(995102.499848407, 6335001.64307065),995102.499848407,6335001.64307065
"139",2024-12-09,"F","F0424372",TRUE,2025-04-07,"Canis lupus",FALSE,"S87-044",0.890625,"M","XY",NA,NA,2024-12-09,2025,12,2025,"S87-044","M",c(990852.499848407, 6363751.64307065),990852.499848407,6363751.64307065
"140",2024-12-09,"U","U3924008",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-134",0.541666686534882,"M","XY",NA,NA,2024-12-09,2025,12,2025,"S92-134","M",c(924352.499848407, 6603001.64307065),924352.499848407,6603001.64307065
"141",2024-12-10,"F","F0424378",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-073",1,"M","XY",NA,NA,2024-12-10,2025,12,2025,"S92-073","M",c(994352.499848407, 6333001.64307065),994352.499848407,6333001.64307065
"142",2024-12-10,"F","F0424382",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-017",0.713541686534882,"M","XY",NA,NA,2024-12-10,2025,12,2025,"S92-017","M",c(995602.499848407, 6335501.64307065),995602.499848407,6335501.64307065
"143",2024-12-10,"F","F0424381",TRUE,2025-02-10,"Canis lupus",FALSE,"S74-046",1,"F","XX",NA,NA,2024-12-10,2025,12,2025,"S74-046","F",c(994352.499848407, 6333001.64307065),994352.499848407,6333001.64307065
"144",2024-12-10,"F","F8424154",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-060",1,"F","XX",NA,NA,2024-12-10,2025,12,2025,"S93-060","F",c(869352.499848407, 6298001.64307065),869352.499848407,6298001.64307065
"145",2024-12-10,"F","F0424377",TRUE,2025-04-07,"Canis lupus",FALSE,"S82-113",1,"F","XX",NA,NA,2024-12-10,2025,12,2025,"S82-113","F",c(999352.499848407, 6383001.64307065),999352.499848407,6383001.64307065
"146",2024-12-10,"F","F0424396",TRUE,2025-04-07,"Canis lupus",FALSE,"S82-082",1,"NI","XY",NA,NA,2024-12-10,2025,12,2025,"S82-082","NI",c(999352.499848407, 6313001.64307065),999352.499848407,6313001.64307065
"147",2024-12-10,"F","F0524229",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-087",0.994791686534882,"M","XY",NA,NA,2024-12-10,2025,12,2025,"S92-087","M",c(924352.499848407, 6393001.64307065),924352.499848407,6393001.64307065
"148",2024-12-10,"F","F0424380",TRUE,2025-02-10,"Canis lupus",FALSE,"S74-046",0.875,"F","XX",NA,NA,2024-12-10,2025,12,2025,"S74-046","F",c(995102.499848407, 6335001.64307065),995102.499848407,6335001.64307065
"149",2024-12-11,"F","F2624234",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-099",1,"F","XX",NA,NA,2024-12-11,2025,12,2025,"S92-099","F",c(889352.499848407, 6378001.64307065),889352.499848407,6378001.64307065
"150",2024-12-11,"F","F2624230",TRUE,2025-02-10,"Canis lupus",FALSE,"S84-024",0.921875,"F","XX",NA,NA,2024-12-11,2025,12,2025,"S84-024","F",c(869352.499848407, 6393001.64307065),869352.499848407,6393001.64307065
"151",2024-12-11,"F","F0624249",TRUE,2025-07-07,"Canis lupus",FALSE,"S95-031",0.713541686534882,"F","XX",NA,NA,2024-12-11,2025,12,2025,"S95-031","F",c(1029352.49984841, 6348001.64307065),1029352.49984841,6348001.64307065
"152",2024-12-11,"F","F2624231",TRUE,2025-02-10,"Canis lupus",FALSE,"S88-088",0.864583313465118,"M","XY",NA,NA,2024-12-11,2025,12,2025,"S88-088","M",c(869352.499848407, 6393001.64307065),869352.499848407,6393001.64307065
"153",2024-12-11,"F","F2624232",TRUE,2025-02-10,"Canis lupus",FALSE,"S88-088",0.958333313465118,"M","XY",NA,NA,2024-12-11,2025,12,2025,"S88-088","M",c(870102.499848407, 6395001.64307065),870102.499848407,6395001.64307065
"154",2024-12-11,"F","F0424383",TRUE,2025-02-10,"Canis lupus",FALSE,"S82-082",0.942708313465118,"NI","XY",NA,NA,2024-12-11,2025,12,2025,"S82-082","NI",c(1010102.49984841, 6325001.64307065),1010102.49984841,6325001.64307065
"155",2024-12-11,"F","F0624231",TRUE,2025-07-07,"Canis lupus",FALSE,"S89-016",1,"M","XY",NA,NA,2024-12-11,2025,12,2025,"S89-016","M",c(1029352.49984841, 6348001.64307065),1029352.49984841,6348001.64307065
"156",2024-12-11,"F","F0624232",TRUE,2025-07-07,"Canis lupus",FALSE,"S63-35",1,"F","XX",NA,NA,2024-12-11,2025,12,2025,"S63-35","F",c(1029352.49984841, 6348001.64307065),1029352.49984841,6348001.64307065
"157",2024-12-11,"F","F0624227",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-089",1,"F","XX",NA,NA,2024-12-11,2025,12,2025,"S93-089","F",c(1024352.49984841, 6338001.64307065),1024352.49984841,6338001.64307065
"158",2024-12-11,"F","F2624233",TRUE,2025-02-10,"Canis lupus",FALSE,"S84-024",0.947916686534882,"F","XX",NA,NA,2024-12-11,2025,12,2025,"S84-024","F",c(870102.499848407, 6395001.64307065),870102.499848407,6395001.64307065
"159",2024-12-11,"F","F0624224",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-035",1,"M","XY",NA,NA,2024-12-11,2025,12,2025,"S92-035","M",c(1014352.49984841, 6298001.64307065),1014352.49984841,6298001.64307065
"160",2024-12-11,"F","F0624230",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-008",0.5,"M","XY",NA,NA,2024-12-11,2025,12,2025,"S92-008","M",c(1054352.49984841, 6333001.64307065),1054352.49984841,6333001.64307065
"161",2024-12-12,"F","F2624251",TRUE,2025-05-26,"Canis lupus",FALSE,"S94-075",1,"M","XY",NA,NA,2024-12-12,2025,12,2025,"S94-075","M",c(909352.499848407, 6353001.64307065),909352.499848407,6353001.64307065
"162",2024-12-12,"F","F4824123",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-006",1,"M","XY",NA,NA,2024-12-12,2025,12,2025,"S92-006","M",c(735102.499848407, 6410001.64307065),735102.499848407,6410001.64307065
"163",2024-12-12,"F","F0624250",TRUE,2025-07-07,"Canis lupus",FALSE,"S78-082",0.78125,"F","XX",NA,NA,2024-12-12,2025,12,2025,"S78-082","F",c(1029352.49984841, 6338001.64307065),1029352.49984841,6338001.64307065
"164",2024-12-12,"F","F3024013",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-003",1,"F","XX",NA,NA,2024-12-12,2025,12,2025,"S92-003","F",c(739352.499848407, 6328001.64307065),739352.499848407,6328001.64307065
"165",2024-12-12,"F","F8424155",TRUE,2025-02-10,"Canis lupus",FALSE,"S74-097",0.697916686534882,"F","XX",NA,NA,2024-12-12,2025,12,2025,"S74-097","F",c(874352.499848407, 6318001.64307065),874352.499848407,6318001.64307065
"166",2024-12-12,"F","F0624233",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-008",0.614583313465118,"M","XY",NA,NA,2024-12-12,2025,12,2025,"S92-008","M",c(1060102.49984841, 6335001.64307065),1060102.49984841,6335001.64307065
"167",2024-12-13,"U","U3824018",TRUE,2025-02-10,"Canis lupus",FALSE,"S87-013",0.901041686534882,"M","XY",NA,NA,2024-12-13,2025,12,2025,"S87-013","M",c(924352.499848407, 6433001.64307065),924352.499848407,6433001.64307065
"168",2024-12-13,"F","F0424392",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-080",0.755208313465118,"F","XX",NA,NA,2024-12-13,2025,12,2025,"S92-080","F",c(919352.499848407, 6308001.64307065),919352.499848407,6308001.64307065
"169",2024-12-13,"F","F0424391",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-051",0.739583313465118,"M","XY",NA,NA,2024-12-13,2025,12,2025,"S92-051","M",c(919352.499848407, 6298001.64307065),919352.499848407,6298001.64307065
"170",2024-12-13,"F","F0424390",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-093",0.84375,"M","XY",NA,NA,2024-12-13,2025,12,2025,"S92-093","M",c(919352.499848407, 6298001.64307065),919352.499848407,6298001.64307065
"171",2024-12-13,"F","F2624236",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-102",1,"F","XX",NA,NA,2024-12-13,2025,12,2025,"S92-102","F",c(889352.499848407, 6363001.64307065),889352.499848407,6363001.64307065
"172",2024-12-13,"F","F2624235",TRUE,2025-02-10,"Canis lupus",FALSE,"S86-027",1,"M","XY",NA,NA,2024-12-13,2025,12,2025,"S86-027","M",c(889352.499848407, 6358001.64307065),889352.499848407,6358001.64307065
"173",2024-12-13,"F","F0424388",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-052",1,"M","XY",NA,NA,2024-12-13,2025,12,2025,"S92-052","M",c(919352.499848407, 6303001.64307065),919352.499848407,6303001.64307065
"174",2024-12-13,"F","F0424387",TRUE,2025-02-10,"Canis lupus",FALSE,"S86-101",1,"M","XY",NA,NA,2024-12-13,2025,12,2025,"S86-101","M",c(920102.499848407, 6305001.64307065),920102.499848407,6305001.64307065
"175",2024-12-13,"F","F0424389",TRUE,2025-02-10,"Canis lupus",FALSE,"S83-023",0.901041686534882,"M","XY",NA,NA,2024-12-13,2025,12,2025,"S83-023","M",c(919352.499848407, 6298001.64307065),919352.499848407,6298001.64307065
"176",2024-12-15,"F","F0424394",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-066",0.505208313465118,"M","XY",NA,NA,2024-12-15,2025,12,2025,"S92-066","M",c(944352.499848407, 6318001.64307065),944352.499848407,6318001.64307065
"177",2024-12-15,"F","F7324192",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-112",0.666666686534882,"F","XX",NA,NA,2024-12-15,2025,12,2025,"S92-112","F",c(959352.499848407, 6458001.64307065),959352.499848407,6458001.64307065
"178",2024-12-15,"F","F0624234",TRUE,2025-04-07,"Canis lupus",FALSE,"S83-008",0.640625,"M","XY",NA,NA,2024-12-15,2025,12,2025,"S83-008","M",c(1019352.49984841, 6318001.64307065),1019352.49984841,6318001.64307065
"179",2024-12-16,"F","F2624238",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-076",1,"F","XX",NA,NA,2024-12-16,2025,12,2025,"S93-076","F",c(844352.499848407, 6368001.64307065),844352.499848407,6368001.64307065
"180",2024-12-16,"F","F0624282",TRUE,2025-02-10,"Canis lupus",FALSE,"S82-124",1,"F","XX",NA,NA,2024-12-16,2025,12,2025,"S82-124","F",c(1045602.49984841, 6325501.64307065),1045602.49984841,6325501.64307065
"181",2024-12-16,"F","F0424395",TRUE,2025-02-10,"Canis lupus",FALSE,"S60-33",0.854166686534882,"M","XY",NA,NA,2024-12-16,2025,12,2025,"S60-33","M",c(934352.499848407, 6303001.64307065),934352.499848407,6303001.64307065
"182",2024-12-16,"F","F8424159",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-057",1,"M","XY",NA,NA,2024-12-16,2025,12,2025,"S92-057","M",c(879352.499848407, 6343001.64307065),879352.499848407,6343001.64307065
"183",2024-12-16,"F","F1324086",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-078",0.916666686534882,"M","XY",NA,NA,2024-12-16,2025,12,2025,"S92-078","M",c(909352.499848407, 6238001.64307065),909352.499848407,6238001.64307065
"184",2024-12-17,"F","F0524234",TRUE,2025-02-10,"Canis lupus",FALSE,"S83-045",0.5625,"F","NA",NA,NA,2024-12-17,2025,12,2025,"S83-045","F",c(929352.499848407, 6378001.64307065),929352.499848407,6378001.64307065
"185",2024-12-17,"F","F0624239",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-020",1,"M","XY",NA,NA,2024-12-17,2025,12,2025,"S93-020","M",c(1014352.49984841, 6333001.64307065),1014352.49984841,6333001.64307065
"186",2024-12-17,"F","F0624236",TRUE,2025-05-26,"Canis lupus",FALSE,"S89-017",0.697916686534882,"M","XY",NA,NA,2024-12-17,2025,12,2025,"S89-017","M",c(1014352.49984841, 6333001.64307065),1014352.49984841,6333001.64307065
"187",2024-12-17,"F","F0624238",TRUE,2025-07-07,"Canis lupus",FALSE,"S93-089",0.921875,"F","XX",NA,NA,2024-12-17,2025,12,2025,"S93-089","F",c(1015102.49984841, 6335001.64307065),1015102.49984841,6335001.64307065
"188",2024-12-17,"F","F3824209",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-128",0.84375,"F","XX",NA,NA,2024-12-17,2025,12,2025,"S93-128","F",c(899352.499848407, 6423001.64307065),899352.499848407,6423001.64307065
"189",2024-12-17,"F","F2624239",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-018",1,"F","XX",NA,NA,2024-12-17,2025,12,2025,"S93-018","F",c(899352.499848407, 6398001.64307065),899352.499848407,6398001.64307065
"190",2024-12-17,"F","F0624241",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-020",0.734375,"M","XY",NA,NA,2024-12-17,2025,12,2025,"S93-020","M",c(1015102.49984841, 6335001.64307065),1015102.49984841,6335001.64307065
"191",2024-12-17,"F","F0624242",TRUE,2025-05-26,"Canis lupus",FALSE,"S93-116",0.864583313465118,"M","XY",NA,NA,2024-12-17,2025,12,2025,"S93-116","M",c(1014352.49984841, 6333001.64307065),1014352.49984841,6333001.64307065
"192",2024-12-17,"F","F0624240",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-116",0.958333313465118,"M","XY",NA,NA,2024-12-17,2025,12,2025,"S93-116","M",c(1015102.49984841, 6335001.64307065),1015102.49984841,6335001.64307065
"193",2024-12-17,"F","F0624243",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-133",0.588541686534882,"M","XY",NA,NA,2024-12-17,2025,12,2025,"S93-133","M",c(1014352.49984841, 6333001.64307065),1014352.49984841,6333001.64307065
"194",2024-12-18,"F","F1324089",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-042",1,"F","XX",NA,NA,2024-12-18,2025,12,2025,"S92-042","F",c(899352.499848407, 6238001.64307065),899352.499848407,6238001.64307065
"195",2024-12-18,"F","F2624253",TRUE,2025-05-26,"Canis lupus",FALSE,"S94-065",1,"F","XX",NA,NA,2024-12-18,2025,12,2025,"S94-065","F",c(869352.499848407, 6408001.64307065),869352.499848407,6408001.64307065
"196",2024-12-18,"F","F8424161",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-092",0.723958313465118,"F","XX",NA,NA,2024-12-18,2025,12,2025,"S93-092","F",c(899352.499848407, 6318001.64307065),899352.499848407,6318001.64307065
"197",2024-12-18,"F","F0524236",TRUE,2025-02-10,"Canis lupus",FALSE,"S82-032",0.677083313465118,"M","XY",NA,NA,2024-12-18,2025,12,2025,"S82-032","M",c(909352.499848407, 6373001.64307065),909352.499848407,6373001.64307065
"198",2024-12-18,"F","F8324231",TRUE,2025-05-26,"Canis lupus",FALSE,"S69-09",0.526041686534882,"F","XX",NA,NA,2024-12-18,2025,12,2025,"S69-09","F",c(925102.499848407, 6250001.64307065),925102.499848407,6250001.64307065
"199",2024-12-19,"F","F0624248",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-023",0.958333313465118,"F","XX",NA,NA,2024-12-19,2025,12,2025,"S92-023","F",c(1059352.49984841, 6338001.64307065),1059352.49984841,6338001.64307065
"200",2024-12-19,"F","F0624247",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-053",0.927083313465118,"M","XY",NA,NA,2024-12-19,2025,12,2025,"S92-053","M",c(1059352.49984841, 6338001.64307065),1059352.49984841,6338001.64307065
"201",2024-12-19,"F","F8424164",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-002",0.963541686534882,"M","XY",NA,NA,2024-12-19,2025,12,2025,"S92-002","M",c(875602.499848407, 6305501.64307065),875602.499848407,6305501.64307065
"202",2024-12-20,"F","F0624251",TRUE,2025-07-07,"Canis lupus",FALSE,"S83-009",1,"F","XX",NA,NA,2024-12-20,2025,12,2025,"S83-009","F",c(1010602.49984841, 6330501.64307065),1010602.49984841,6330501.64307065
"203",2024-12-20,"F","F3024012",TRUE,2025-02-10,"Canis lupus",FALSE,"S85-007",0.979166686534882,"M","XY",NA,NA,2024-12-20,2025,12,2025,"S85-007","M",c(739352.499848407, 6333001.64307065),739352.499848407,6333001.64307065
"204",2024-12-20,"F","F0624252",TRUE,2025-04-07,"Canis lupus",FALSE,"S83-009",0.989583313465118,"F","XY",NA,NA,2024-12-20,2025,12,2025,"S83-009","F",c(1013102.49984841, 6328501.64307065),1013102.49984841,6328501.64307065
"205",2024-12-20,"F","F0424402",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-067",0.760416686534882,"F","XX",NA,NA,2024-12-20,2025,12,2025,"S92-067","F",c(974352.499848407, 6328001.64307065),974352.499848407,6328001.64307065
"206",2024-12-20,"F","F0624253",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-054",0.75,"M","XY",NA,NA,2024-12-20,2025,12,2025,"S92-054","M",c(1064352.49984841, 6328001.64307065),1064352.49984841,6328001.64307065
"207",2024-12-20,"F","F0424400",TRUE,2025-04-07,"Canis lupus",FALSE,"S89-005",0.916666686534882,"M","XY",NA,NA,2024-12-20,2025,12,2025,"S89-005","M",c(984352.499848407, 6348001.64307065),984352.499848407,6348001.64307065
"208",2024-12-20,"F","F0524238",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-114",0.942708313465118,"M","XY",NA,NA,2024-12-20,2025,12,2025,"S92-114","M",c(929352.499848407, 6373001.64307065),929352.499848407,6373001.64307065
"209",2024-12-20,"F","F0424401",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-028",0.9375,"F","XX",NA,NA,2024-12-20,2025,12,2025,"S93-028","F",c(989352.499848407, 6348001.64307065),989352.499848407,6348001.64307065
