"","date","Type","N°Ref","G+","G_session","G_sp","MODIF","GENOTYPE_TRANS","INDEX_CAL","SEQULG_ANTAGENE_DEF_SEXE","µsat_HMbrut_SEXE","Cause_mort","Age","date1","Year","mois","saisonyear","Id","SEXE","geometry","x","y"
"558",2025-02-09,"F","F2525019",TRUE,2025-07-07,"Canis sp",FALSE,"S90-014",0.848958313465118,"M","XY",NA,NA,2025-02-09,2025,2,2025,"S90-014","M",c(944352.499848407, 6618001.64307065),944352.499848407,6618001.64307065
"559",2025-02-10,"F","F7325019",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-068",1,"M","XY",NA,NA,2025-02-10,2025,2,2025,"S93-068","M",c(974352.499848407, 6488001.64307065),974352.499848407,6488001.64307065
"560",2025-02-10,"F","F7325020",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-004",1,"F","XX",NA,NA,2025-02-10,2025,2,2025,"S93-004","F",c(974352.499848407, 6488001.64307065),974352.499848407,6488001.64307065
"561",2025-02-10,"U","U1225001",TRUE,2025-04-07,"Canis lupus",FALSE,"S91-002",1,"M","XY",NA,NA,2025-02-10,2025,2,2025,"S91-002","M",c(719352.499848407, 6318001.64307065),719352.499848407,6318001.64307065
"562",2025-02-10,"F","F0625040",TRUE,2025-07-07,"Canis lupus",FALSE,"S63-01",0.598958313465118,"F","XX",NA,NA,2025-02-10,2025,2,2025,"S63-01","F",c(1004352.49984841, 6343001.64307065),1004352.49984841,6343001.64307065
"563",2025-02-10,"F","F1225002",TRUE,2025-04-07,"Canis lupus",FALSE,"S91-002",1,"M","XY",NA,NA,2025-02-10,2025,2,2025,"S91-002","M",c(720102.499848407, 6315001.64307065),720102.499848407,6315001.64307065
"564",2025-02-10,"F","F0625039",TRUE,2025-07-07,"Canis lupus",FALSE,"S95-008",0.744791686534882,"F","XX",NA,NA,2025-02-10,2025,2,2025,"S95-008","F",c(1049352.49984841, 6343001.64307065),1049352.49984841,6343001.64307065
"565",2025-02-10,"F","F8325064",TRUE,2025-04-07,"Canis lupus",FALSE,"S74-093",0.796875,"F","XY",NA,NA,2025-02-10,2025,2,2025,"S74-093","F",c(974352.499848407, 6263001.64307065),974352.499848407,6263001.64307065
"566",2025-02-10,"F","F8325065",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-050",0.9375,"M","XY",NA,NA,2025-02-10,2025,2,2025,"S93-050","M",c(974352.499848407, 6263001.64307065),974352.499848407,6263001.64307065
"567",2025-02-10,"F","F7325018",TRUE,2025-04-07,"Canis lupus",FALSE,"S87-129",1,"M","XY",NA,NA,2025-02-10,2025,2,2025,"S87-129","M",c(974352.499848407, 6488001.64307065),974352.499848407,6488001.64307065
"568",2025-02-10,"F","F0425074",TRUE,2025-05-26,"Canis lupus",FALSE,"S74-009",0.864583313465118,"F","XX",NA,NA,2025-02-10,2025,2,2025,"S74-009","F",c(989352.499848407, 6343001.64307065),989352.499848407,6343001.64307065
"569",2025-02-10,"F","F3825064",TRUE,2025-04-07,"Canis lupus",FALSE,"S86-121",1,"F","XX",NA,NA,2025-02-10,2025,2,2025,"S86-121","F",c(934352.499848407, 6433001.64307065),934352.499848407,6433001.64307065
"570",2025-02-10,"F","F7325021",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-066",0.927083313465118,"M","XY",NA,NA,2025-02-10,2025,2,2025,"S93-066","M",c(954352.499848407, 6483001.64307065),954352.499848407,6483001.64307065
"571",2025-02-10,"F","F7325022",TRUE,2025-05-26,"Canis lupus",FALSE,"S83-021",0.942708313465118,"M","XY",NA,NA,2025-02-10,2025,2,2025,"S83-021","M",c(949352.499848407, 6513001.64307065),949352.499848407,6513001.64307065
"572",2025-02-10,"F","F0425075",TRUE,2025-05-26,"Canis lupus",FALSE,"S94-034",0.661458313465118,"M","XY",NA,NA,2025-02-10,2025,2,2025,"S94-034","M",c(994352.499848407, 6353001.64307065),994352.499848407,6353001.64307065
"573",2025-02-10,"F","F3825057",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-046",0.942708313465118,"M","XY",NA,NA,2025-02-10,2025,2,2025,"S93-046","M",c(894352.499848407, 6458001.64307065),894352.499848407,6458001.64307065
"574",2025-02-11,"F","F7325024",TRUE,2025-04-07,"Canis lupus",FALSE,"S79-069",0.526041686534882,"M","XY",NA,NA,2025-02-11,2025,2,2025,"S79-069","M",c(969352.499848407, 6513001.64307065),969352.499848407,6513001.64307065
"575",2025-02-11,"F","F7325023",TRUE,2025-04-07,"Canis lupus",FALSE,"S69-66",0.979166686534882,"M","XY",NA,NA,2025-02-11,2025,2,2025,"S69-66","M",c(964352.499848407, 6463001.64307065),964352.499848407,6463001.64307065
"576",2025-02-11,"F","F8325078",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-098",0.609375,"M","XY",NA,NA,2025-02-11,2025,2,2025,"S93-098","M",c(934352.499848407, 6258001.64307065),934352.499848407,6258001.64307065
"577",2025-02-11,"F","F8325077",TRUE,2025-05-26,"Canis lupus",FALSE,"S69-29",0.515625,"M","XY",NA,NA,2025-02-11,2025,2,2025,"S69-29","M",c(934352.499848407, 6258001.64307065),934352.499848407,6258001.64307065
"578",2025-02-11,"F","F8425042",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-054",0.75,"F","XX",NA,NA,2025-02-11,2025,2,2025,"S93-054","F",c(899352.499848407, 6323001.64307065),899352.499848407,6323001.64307065
"579",2025-02-11,"F","F8425043",TRUE,2025-05-26,"Canis lupus",FALSE,"S94-018",1,"M","XY",NA,NA,2025-02-11,2025,2,2025,"S94-018","M",c(899352.499848407, 6323001.64307065),899352.499848407,6323001.64307065
"580",2025-02-11,"F","F2625072",TRUE,2025-04-07,"Canis lupus",FALSE,"S84-043",0.614583313465118,"F","XX",NA,NA,2025-02-11,2025,2,2025,"S84-043","F",c(875102.499848407, 6355001.64307065),875102.499848407,6355001.64307065
"581",2025-02-11,"F","F2625057",TRUE,2025-05-26,"Canis lupus",FALSE,"S86-021",0.9375,"M","XY",NA,NA,2025-02-11,2025,2,2025,"S86-021","M",c(904352.499848407, 6348001.64307065),904352.499848407,6348001.64307065
"582",2025-02-11,"F","F2625058",TRUE,2025-04-07,"Canis lupus",FALSE,"S86-110",0.979166686534882,"F","XX",NA,NA,2025-02-11,2025,2,2025,"S86-110","F",c(910102.499848407, 6350001.64307065),910102.499848407,6350001.64307065
"583",2025-02-11,"F","F2625073",TRUE,2025-05-26,"Canis lupus",FALSE,"S84-043",0.661458313465118,"F","XX",NA,NA,2025-02-11,2025,2,2025,"S84-043","F",c(875602.499848407, 6355501.64307065),875602.499848407,6355501.64307065
"584",2025-02-11,"F","F7425100",TRUE,2025-07-07,"Canis lupus",FALSE,"S94-051",0.989583313465118,"M","XY",NA,NA,2025-02-11,2025,2,2025,"S94-051","M",c(985102.499848407, 6575001.64307065),985102.499848407,6575001.64307065
"585",2025-02-11,"F","F0425081",TRUE,2025-04-07,"Canis lupus",FALSE,"S75-031",0.979166686534882,"F","XX",NA,NA,2025-02-11,2025,2,2025,"S75-031","F",c(945102.499848407, 6375001.64307065),945102.499848407,6375001.64307065
"586",2025-02-11,"F","F0625048",TRUE,2025-05-26,"Canis lupus",FALSE,"S93-016",0.927083313465118,"F","XX",NA,NA,2025-02-11,2025,2,2025,"S93-016","F",c(1005602.49984841, 6310501.64307065),1005602.49984841,6310501.64307065
"587",2025-02-12,"F","F7325034",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-067",1,"F","XX",NA,NA,2025-02-12,2025,2,2025,"S93-067","F",c(974352.499848407, 6488001.64307065),974352.499848407,6488001.64307065
"588",2025-02-12,"F","F2625068",TRUE,2025-05-26,"Canis lupus",FALSE,"S77-028",1,"F","XX",NA,NA,2025-02-12,2025,2,2025,"S77-028","F",c(899352.499848407, 6353001.64307065),899352.499848407,6353001.64307065
"589",2025-02-12,"F","F2625067",TRUE,2025-04-07,"Canis lupus",FALSE,"S86-021",0.729166686534882,"M","XY",NA,NA,2025-02-12,2025,2,2025,"S86-021","M",c(900102.499848407, 6355001.64307065),900102.499848407,6355001.64307065
"590",2025-02-12,"F","F2625066",TRUE,2025-05-26,"Canis lupus",FALSE,"S93-078",1,"F","XX",NA,NA,2025-02-12,2025,2,2025,"S93-078","F",c(904352.499848407, 6353001.64307065),904352.499848407,6353001.64307065
"591",2025-02-12,"F","F2625063",TRUE,2025-05-26,"Canis lupus",FALSE,"S77-028",0.958333313465118,"F","XX",NA,NA,2025-02-12,2025,2,2025,"S77-028","F",c(905102.499848407, 6355001.64307065),905102.499848407,6355001.64307065
"592",2025-02-12,"F","F2625062",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-078",0.9375,"F","XX",NA,NA,2025-02-12,2025,2,2025,"S93-078","F",c(905102.499848407, 6355001.64307065),905102.499848407,6355001.64307065
"593",2025-02-12,"F","F2625064",TRUE,2025-04-07,"Canis lupus",FALSE,"S77-028",0.807291686534882,"F","XX",NA,NA,2025-02-12,2025,2,2025,"S77-028","F",c(905602.499848407, 6355501.64307065),905602.499848407,6355501.64307065
"594",2025-02-12,"F","F8325081",TRUE,2025-04-07,"Canis lupus",FALSE,"S69-42",0.979166686534882,"M","XY",NA,NA,2025-02-12,2025,2,2025,"S69-42","M",c(949352.499848407, 6248001.64307065),949352.499848407,6248001.64307065
"595",2025-02-12,"F","F8325084",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-112",0.505208313465118,"M","XY",NA,NA,2025-02-12,2025,2,2025,"S93-112","M",c(954352.499848407, 6248001.64307065),954352.499848407,6248001.64307065
"596",2025-02-12,"F","F2625095",TRUE,2025-05-26,"Canis lupus",FALSE,"S86-025",0.895833313465118,"M","XY",NA,NA,2025-02-12,2025,2,2025,"S86-025","M",c(895102.499848407, 6420001.64307065),895102.499848407,6420001.64307065
"597",2025-02-12,"F","F8325070",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-118",0.947916686534882,"M","XY",NA,NA,2025-02-12,2025,2,2025,"S93-118","M",c(959352.499848407, 6258001.64307065),959352.499848407,6258001.64307065
"598",2025-02-12,"F","F2625061",TRUE,2025-05-26,"Canis lupus",FALSE,"S77-028",0.916666686534882,"F","XX",NA,NA,2025-02-12,2025,2,2025,"S77-028","F",c(908102.499848407, 6353501.64307065),908102.499848407,6353501.64307065
"599",2025-02-12,"F","F2625080",TRUE,2025-04-07,"Canis lupus",FALSE,"S87-017",0.822916686534882,"F","XX",NA,NA,2025-02-12,2025,2,2025,"S87-017","F",c(879352.499848407, 6373001.64307065),879352.499848407,6373001.64307065
"600",2025-02-12,"F","F3825066",TRUE,2025-04-07,"Canis lupus",FALSE,"S91-030",0.682291686534882,"F","XX",NA,NA,2025-02-12,2025,2,2025,"S91-030","F",c(940602.499848407, 6475501.64307065),940602.499848407,6475501.64307065
"601",2025-02-12,"F","F2625071",TRUE,2025-04-07,"Canis lupus",FALSE,"S78-035",0.911458313465118,"F","XX",NA,NA,2025-02-12,2025,2,2025,"S78-035","F",c(850102.499848407, 6375001.64307065),850102.499848407,6375001.64307065
"602",2025-02-12,"F","F2625207",TRUE,2025-07-07,"Canis lupus",FALSE,"S95-005",0.6875,"M","XY",NA,NA,2025-02-12,2025,2,2025,"S95-005","M",c(905102.499848407, 6405001.64307065),905102.499848407,6405001.64307065
"603",2025-02-12,"F","F0525071",TRUE,2025-04-07,"Canis lupus",FALSE,"S79-044",0.989583313465118,"F","XX",NA,NA,2025-02-12,2025,2,2025,"S79-044","F",c(975102.499848407, 6380001.64307065),975102.499848407,6380001.64307065
"604",2025-02-12,"F","F2625081",TRUE,2025-07-07,"Canis lupus",FALSE,"S87-033",0.916666686534882,"M","XY",NA,NA,2025-02-12,2025,2,2025,"S87-033","M",c(879352.499848407, 6373001.64307065),879352.499848407,6373001.64307065
"605",2025-02-12,"F","F2625070",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-117",0.864583313465118,"M","XY",NA,NA,2025-02-12,2025,2,2025,"S93-117","M",c(894352.499848407, 6348001.64307065),894352.499848407,6348001.64307065
"606",2025-02-13,"F","F0625086",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-038",0.604166686534882,"M","XY",NA,NA,2025-02-13,2025,2,2025,"S93-038","M",c(1034352.49984841, 6323001.64307065),1034352.49984841,6323001.64307065
"607",2025-02-13,"F","F1325048",TRUE,2025-05-26,"Canis lupus",FALSE,"S94-076",0.963541686534882,"F","XX",NA,NA,2025-02-13,2025,2,2025,"S94-076","F",c(919352.499848407, 6273001.64307065),919352.499848407,6273001.64307065
"608",2025-02-13,"F","F0525075",TRUE,2025-05-26,"Canis lupus",FALSE,"S94-013",0.515625,"M","XY",NA,NA,2025-02-13,2025,2,2025,"S94-013","M",c(920102.499848407, 6360001.64307065),920102.499848407,6360001.64307065
"609",2025-02-13,"F","F1325051",TRUE,2025-05-26,"Canis lupus",FALSE,"S94-068",0.71875,"M","XY",NA,NA,2025-02-13,2025,2,2025,"S94-068","M",c(914352.499848407, 6273001.64307065),914352.499848407,6273001.64307065
"610",2025-02-13,"F","F1325050",TRUE,2025-07-07,"Canis lupus",FALSE,"S95-060",0.640625,"F","XX",NA,NA,2025-02-13,2025,2,2025,"S95-060","F",c(919352.499848407, 6273001.64307065),919352.499848407,6273001.64307065
"611",2025-02-13,"F","F1325045",TRUE,2025-05-26,"Canis lupus",FALSE,"S94-077",0.875,"F","XX",NA,NA,2025-02-13,2025,2,2025,"S94-077","F",c(914352.499848407, 6273001.64307065),914352.499848407,6273001.64307065
"612",2025-02-13,"F","F0525072",TRUE,2025-05-26,"Canis lupus",FALSE,"S94-013",0.869791686534882,"M","XY",NA,NA,2025-02-13,2025,2,2025,"S94-013","M",c(920602.499848407, 6360501.64307065),920602.499848407,6360501.64307065
"613",2025-02-13,"F","F2525004",TRUE,2025-05-26,"Canis lupus",FALSE,"S81-129",1,"F","XX",NA,NA,2025-02-13,2025,2,2025,"S81-129","F",c(954352.499848407, 6638001.64307065),954352.499848407,6638001.64307065
"614",2025-02-13,"F","F2525005",TRUE,2025-05-26,"Canis lupus",FALSE,"S94-007",1,"M","XY",NA,NA,2025-02-13,2025,2,2025,"S94-007","M",c(954352.499848407, 6638001.64307065),954352.499848407,6638001.64307065
"615",2025-02-13,"F","F1325044",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-062",0.895833313465118,"F","XX",NA,NA,2025-02-13,2025,2,2025,"S93-062","F",c(864352.499848407, 6293001.64307065),864352.499848407,6293001.64307065
"616",2025-02-13,"F","F0625055",TRUE,2025-07-07,"Canis lupus",FALSE,"S63-01",0.958333313465118,"F","XX",NA,NA,2025-02-13,2025,2,2025,"S63-01","F",c(1005102.49984841, 6350001.64307065),1005102.49984841,6350001.64307065
"617",2025-02-13,"F","F0625052",TRUE,2025-07-07,"Canis lupus",FALSE,"S82-082",0.723958313465118,"NI","XY",NA,NA,2025-02-13,2025,2,2025,"S82-082","NI",c(1005602.49984841, 6315501.64307065),1005602.49984841,6315501.64307065
"618",2025-02-13,"F","F0625053",TRUE,2025-05-26,"Canis lupus",FALSE,"S82-082",0.609375,"NI","NA",NA,NA,2025-02-13,2025,2,2025,"S82-082","NI",c(1008102.49984841, 6313501.64307065),1008102.49984841,6313501.64307065
"619",2025-02-13,"F","F2525003",TRUE,2025-05-26,"Canis lupus",FALSE,"S94-007",1,"M","XY",NA,NA,2025-02-13,2025,2,2025,"S94-007","M",c(955102.499848407, 6640001.64307065),955102.499848407,6640001.64307065
"620",2025-02-13,"F","F3825067",TRUE,2025-05-26,"Canis lupus",FALSE,"S88-002",0.71875,"F","XX",NA,NA,2025-02-13,2025,2,2025,"S88-002","F",c(925602.499848407, 6435501.64307065),925602.499848407,6435501.64307065
"621",2025-02-13,"F","F2625230",TRUE,2025-05-26,"Canis lupus",FALSE,"S92-095",0.838541686534882,"M","XY",NA,NA,2025-02-13,2025,2,2025,"S92-095","M",c(870102.499848407, 6395001.64307065),870102.499848407,6395001.64307065
"622",2025-02-13,"F","F0425094",TRUE,2025-05-26,"Canis lupus",FALSE,"S92-066",0.807291686534882,"M","XY",NA,NA,2025-02-13,2025,2,2025,"S92-066","M",c(938102.499848407, 6318501.64307065),938102.499848407,6318501.64307065
"623",2025-02-13,"F","F0425092",TRUE,2025-05-26,"Canis lupus",FALSE,"S92-066",0.630208313465118,"M","XX",NA,NA,2025-02-13,2025,2,2025,"S92-066","M",c(940852.499848407, 6318751.64307065),940852.499848407,6318751.64307065
"624",2025-02-13,"F","F8425045",TRUE,2025-05-26,"Canis lupus",FALSE,"S81-109",0.916666686534882,"M","XY",NA,NA,2025-02-13,2025,2,2025,"S81-109","M",c(879352.499848407, 6343001.64307065),879352.499848407,6343001.64307065
"625",2025-02-13,"F","F0425085",TRUE,2025-04-07,"Canis lupus",FALSE,"S89-019",0.75,"F","XX",NA,NA,2025-02-13,2025,2,2025,"S89-019","F",c(1004352.49984841, 6318001.64307065),1004352.49984841,6318001.64307065
"626",2025-02-13,"F","F0425090",TRUE,2025-05-26,"Canis lupus",FALSE,"S87-109",0.875,"M","XY",NA,NA,2025-02-13,2025,2,2025,"S87-109","M",c(929352.499848407, 6338001.64307065),929352.499848407,6338001.64307065
"627",2025-02-13,"F","F3825070",TRUE,2025-05-26,"Canis lupus",FALSE,"S73-070",0.75,"M","XY",NA,NA,2025-02-13,2025,2,2025,"S73-070","M",c(938102.499848407, 6433501.64307065),938102.499848407,6433501.64307065
"628",2025-02-13,"F","F2625091",TRUE,2025-05-26,"Canis lupus",FALSE,"S92-120",0.84375,"F","XX",NA,NA,2025-02-13,2025,2,2025,"S92-120","F",c(875102.499848407, 6415001.64307065),875102.499848407,6415001.64307065
"629",2025-02-13,"F","F2625090",TRUE,2025-04-07,"Canis lupus",FALSE,"S88-089",0.864583313465118,"M","XY",NA,NA,2025-02-13,2025,2,2025,"S88-089","M",c(875602.499848407, 6415501.64307065),875602.499848407,6415501.64307065
"630",2025-02-13,"F","F7325025",TRUE,2025-04-07,"Canis lupus",FALSE,"S70-092",0.958333313465118,"F","XX",NA,NA,2025-02-13,2025,2,2025,"S70-092","F",c(970102.499848407, 6495001.64307065),970102.499848407,6495001.64307065
"631",2025-02-13,"F","F0425084",TRUE,2025-04-07,"Canis lupus",FALSE,"S89-019",0.927083313465118,"F","XX",NA,NA,2025-02-13,2025,2,2025,"S89-019","F",c(1000102.49984841, 6315001.64307065),1000102.49984841,6315001.64307065
"632",2025-02-13,"F","F0425088",TRUE,2025-05-26,"Canis lupus",FALSE,"S87-044",0.869791686534882,"M","XY",NA,NA,2025-02-13,2025,2,2025,"S87-044","M",c(1000102.49984841, 6374751.64307065),1000102.49984841,6374751.64307065
"633",2025-02-13,"F","F2625086",TRUE,2025-05-26,"Canis lupus",FALSE,"S89-031",0.520833313465118,"F","XX",NA,NA,2025-02-13,2025,2,2025,"S89-031","F",c(889352.499848407, 6348001.64307065),889352.499848407,6348001.64307065
"634",2025-02-14,"F","F0425095",TRUE,2025-05-26,"Canis lupus",FALSE,"S93-041",0.9375,"M","XY",NA,NA,2025-02-14,2025,2,2025,"S93-041","M",c(985102.499848407, 6360001.64307065),985102.499848407,6360001.64307065
"635",2025-02-14,"F","F3825071",TRUE,2025-05-26,"Canis lupus",FALSE,"S86-089",0.791666686534882,"F","XX",NA,NA,2025-02-14,2025,2,2025,"S86-089","F",c(944352.499848407, 6478001.64307065),944352.499848407,6478001.64307065
"636",2025-02-14,"F","F3825086",TRUE,2025-05-26,"Canis lupus",FALSE,"S94-039",0.927083313465118,"F","XX",NA,NA,2025-02-14,2025,2,2025,"S94-039","F",c(924352.499848407, 6413001.64307065),924352.499848407,6413001.64307065
"637",2025-02-14,"F","F0625057",TRUE,2025-07-07,"Canis lupus",FALSE,"S63-01",1,"F","XX",NA,NA,2025-02-14,2025,2,2025,"S63-01","F",c(1005602.49984841, 6345501.64307065),1005602.49984841,6345501.64307065
"638",2025-02-14,"F","F7425016",TRUE,2025-05-26,"Canis lupus",FALSE,"S92-007",1,"M","XY",NA,NA,2025-02-14,2025,2,2025,"S92-007","M",c(985602.499848407, 6585501.64307065),985602.499848407,6585501.64307065
"639",2025-02-14,"F","F7425017",TRUE,2025-07-07,"Canis lupus",FALSE,"S68-19",1,"F","XX",NA,NA,2025-02-14,2025,2,2025,"S68-19","F",c(984352.499848407, 6583001.64307065),984352.499848407,6583001.64307065
"640",2025-02-14,"F","F0525089",TRUE,2025-04-07,"Canis lupus",FALSE,"S88-005",0.958333313465118,"F","XX",NA,NA,2025-02-14,2025,2,2025,"S88-005","F",c(954352.499848407, 6403001.64307065),954352.499848407,6403001.64307065
"641",2025-02-14,"F","F0625068",TRUE,2025-07-07,"Canis lupus",FALSE,"S95-001",0.973958313465118,"M","XY",NA,NA,2025-02-14,2025,2,2025,"S95-001","M",c(1005102.49984841, 6360001.64307065),1005102.49984841,6360001.64307065
"642",2025-02-14,"F","F0525081",TRUE,2025-04-07,"Canis lupus",FALSE,"S86-030",0.598958313465118,"NI","NA",NA,NA,2025-02-14,2025,2,2025,"S86-030","NI",c(950102.499848407, 6405001.64307065),950102.499848407,6405001.64307065
"643",2025-02-14,"F","F0525078",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-053",0.875,"F","XX",NA,NA,2025-02-14,2025,2,2025,"S93-053","F",c(994352.499848407, 6408001.64307065),994352.499848407,6408001.64307065
"644",2025-02-15,"P","P7425002",TRUE,2025-07-07,"Canis lupus",FALSE,"S95-071",0.75,"M","XY",NA,NA,2025-02-15,2025,2,2025,"S95-071","M",c(989352.499848407, 6543001.64307065),989352.499848407,6543001.64307065
"645",2025-02-16,"F","F0625058",TRUE,2025-05-26,"Canis lupus",FALSE,"S94-049",0.958333313465118,"M","XY",NA,NA,2025-02-16,2025,2,2025,"S94-049","M",c(1039352.49984841, 6343001.64307065),1039352.49984841,6343001.64307065
"646",2025-02-16,"F","F0525082",TRUE,2025-05-26,"Canis lupus",FALSE,"S92-001",0.989583313465118,"M","XY",NA,NA,2025-02-16,2025,2,2025,"S92-001","M",c(955602.499848407, 6395501.64307065),955602.499848407,6395501.64307065
"647",2025-02-16,"U","U3825018",TRUE,2025-07-07,"Canis lupus",FALSE,"S58-61",0.770833313465118,"M","XY",NA,NA,2025-02-16,2025,2,2025,"S58-61","M",c(904352.499848407, 6408001.64307065),904352.499848407,6408001.64307065
"648",2025-02-16,"F","F0625059",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-039",0.958333313465118,"M","XY",NA,NA,2025-02-16,2025,2,2025,"S93-039","M",c(1039352.49984841, 6343001.64307065),1039352.49984841,6343001.64307065
"649",2025-02-17,"F","F3825082",TRUE,2025-07-07,"Canis lupus",FALSE,"S58-61",0.541666686534882,"M","XY",NA,NA,2025-02-17,2025,2,2025,"S58-61","M",c(904352.499848407, 6408001.64307065),904352.499848407,6408001.64307065
"650",2025-02-17,"U","U3825017",TRUE,2025-07-07,"Canis lupus",FALSE,"S58-61",0.598958313465118,"M","XY",NA,NA,2025-02-17,2025,2,2025,"S58-61","M",c(904352.499848407, 6408001.64307065),904352.499848407,6408001.64307065
"651",2025-02-17,"F","F7325028",TRUE,2025-05-26,"Canis lupus",FALSE,"S72-049",1,"M","XY",NA,NA,2025-02-17,2025,2,2025,"S72-049","M",c(1004352.49984841, 6503001.64307065),1004352.49984841,6503001.64307065
"652",2025-02-17,"F","F0425098",TRUE,2025-05-26,"Canis lupus",FALSE,"S82-025",1,"F","XX",NA,NA,2025-02-17,2025,2,2025,"S82-025","F",c(935102.499848407, 6320001.64307065),935102.499848407,6320001.64307065
"653",2025-02-17,"F","F0425104",TRUE,2025-05-26,"Canis lupus",FALSE,"S94-042",0.9375,"F","XX",NA,NA,2025-02-17,2025,2,2025,"S94-042","F",c(1004352.49984841, 6393001.64307065),1004352.49984841,6393001.64307065
"654",2025-02-17,"F","F0425103",TRUE,2025-05-26,"Canis lupus",FALSE,"S94-033",0.9375,"M","XY",NA,NA,2025-02-17,2025,2,2025,"S94-033","M",c(1004352.49984841, 6398001.64307065),1004352.49984841,6398001.64307065
"655",2025-02-17,"F","F0425108",TRUE,2025-05-26,"Canis lupus",FALSE,"S93-110",0.609375,"M","XY",NA,NA,2025-02-17,2025,2,2025,"S93-110","M",c(919352.499848407, 6343001.64307065),919352.499848407,6343001.64307065
"656",2025-02-17,"F","F0425101",TRUE,2025-05-26,"Canis lupus",FALSE,"S85-034",0.71875,"M","XY",NA,NA,2025-02-17,2025,2,2025,"S85-034","M",c(964352.499848407, 6303001.64307065),964352.499848407,6303001.64307065
"657",2025-02-17,"F","F0425100",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-083",0.979166686534882,"M","XY",NA,NA,2025-02-17,2025,2,2025,"S93-083","M",c(959352.499848407, 6308001.64307065),959352.499848407,6308001.64307065
"658",2025-02-17,"F","F0425105",TRUE,2025-05-26,"Canis lupus",FALSE,"S94-004",0.786458313465118,"M","XY",NA,NA,2025-02-17,2025,2,2025,"S94-004","M",c(979352.499848407, 6368001.64307065),979352.499848407,6368001.64307065
"659",2025-02-17,"F","F0425114",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-109",1,"M","XY",NA,NA,2025-02-17,2025,2,2025,"S93-109","M",c(914352.499848407, 6328001.64307065),914352.499848407,6328001.64307065
"660",2025-02-17,"F","F0425115",TRUE,2025-05-26,"Canis lupus",FALSE,"S81-006",0.880208313465118,"M","XY",NA,NA,2025-02-17,2025,2,2025,"S81-006","M",c(909352.499848407, 6328001.64307065),909352.499848407,6328001.64307065
"661",2025-02-17,"F","F0525088",TRUE,2025-07-07,"Canis lupus",FALSE,"S93-100",0.901041686534882,"M","XY",NA,NA,2025-02-17,2025,2,2025,"S93-100","M",c(974352.499848407, 6383001.64307065),974352.499848407,6383001.64307065
"662",2025-02-17,"F","F0525087",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-014",0.90625,"M","XY",NA,NA,2025-02-17,2025,2,2025,"S93-014","M",c(975102.499848407, 6380001.64307065),975102.499848407,6380001.64307065
"663",2025-02-17,"F","F0525085",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-100",0.958333313465118,"M","XY",NA,NA,2025-02-17,2025,2,2025,"S93-100","M",c(974352.499848407, 6383001.64307065),974352.499848407,6383001.64307065
"664",2025-02-17,"F","F0525083",TRUE,2025-04-07,"Canis lupus",FALSE,"S88-005",0.90625,"F","XX",NA,NA,2025-02-17,2025,2,2025,"S88-005","F",c(955102.499848407, 6410001.64307065),955102.499848407,6410001.64307065
"665",2025-02-17,"F","F2625094",TRUE,2025-04-07,"Canis lupus",FALSE,"S54-49",0.833333313465118,"F","XX",NA,NA,2025-02-17,2025,2,2025,"S54-49","F",c(890102.499848407, 6390001.64307065),890102.499848407,6390001.64307065
"666",2025-02-18,"F","F0525092",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-012",0.947916686534882,"M","XY",NA,NA,2025-02-18,2025,2,2025,"S93-012","M",c(965102.499848407, 6405001.64307065),965102.499848407,6405001.64307065
"667",2025-02-18,"F","F0525091",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-103",0.895833313465118,"F","XX",NA,NA,2025-02-18,2025,2,2025,"S93-103","F",c(954352.499848407, 6408001.64307065),954352.499848407,6408001.64307065
"668",2025-02-18,"F","F7425019",TRUE,2025-05-26,"Canis lupus",FALSE,"S94-025",0.848958313465118,"F","XX",NA,NA,2025-02-18,2025,2,2025,"S94-025","F",c(989352.499848407, 6533001.64307065),989352.499848407,6533001.64307065
"669",2025-02-18,"F","F8325093",TRUE,2025-07-07,"Canis lupus",FALSE,"S82-028",0.979166686534882,"F","XX",NA,NA,2025-02-18,2025,2,2025,"S82-028","F",c(985102.499848407, 6300001.64307065),985102.499848407,6300001.64307065
